advice_episode,start_step,end_step,episode_length,llm_advice,advice_category,llm_priority,alignment_rate,followed_advice,first_action_matches,total_reward,avg_reward,final_sr,sr_change,hp_start,hp_end,hp_change,level_ups,hp_at_advice,reward_before,sr_before,critical_hp_at_start,level_at_start,most_common_action,unique_actions
152,210,215,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.0033333333333333335,0.001,0.001,128.6,150.0,-464.29999999999995,1,614.3,0.0,-0.01,0,14,combat,3
153,215,215,1,Search the area for potential threats and items,survival,,0.0,0,False,0.0,0.0,0.0,0.0,362.5,362.5,212.5,0,150.0,-0.01,0.001,0,14,equipment,1
154,215,215,1,Search the area for items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1333.3,1333.3,970.8,1,362.5,0.0,0.0,0,16,movement,1
155,215,215,1,Prioritize moving away from the kobolds to avoid danger,defensive,,0.0,0,False,0.0,0.0,0.009,0.0,600.0,600.0,-733.3,0,1333.3,-0.01,-0.01,0,14,exploration,1
156,215,215,1,Search the area for potential items and threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,133.3,133.3,-466.7,0,600.0,0.0,0.009,0,14,movement,1
157,220,220,1,Search the area for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,600.0,600.0,466.7,0,133.3,-0.01,-0.01,0,12,inventory,1
158,220,220,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,312.5,312.5,-287.5,1,600.0,-0.01,-0.01,0,14,equipment,1
159,220,220,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,1333.3,200.0,-112.5,1,312.5,-0.01,-0.01,0,16,inventory,2
160,220,220,1,Prioritize moving away from the kobolds to avoid danger,defensive,,0.0,0,False,-0.01,-0.01,-0.01,0.0,585.7,585.7,385.70000000000005,0,200.0,-0.01,-0.01,0,14,other,1
161,220,225,3,Search the area for potential items and threats,survival,,0.0,0,False,-0.02,-0.006666666666666667,0.0,0.01,155.6,875.0,289.30000000000007,0,585.7,-0.01,-0.01,0,14,equipment,3
162,225,225,1,Prioritize moving away from the kobolds to avoid immediate danger.,defensive,,0.0,0,False,-0.01,-0.01,-0.01,0.0,500.0,500.0,-375.0,1,875.0,0.0,0.0,0,14,item_use,1
163,225,225,1,Search the area for potential items and threats,survival,,0.0,0,False,0.0,0.0,0.001,0.0,166.7,166.7,-333.3,0,500.0,-0.01,-0.01,0,14,movement,1
164,225,225,1,Search the area for items and clues,exploration,,0.0,0,False,0.0,0.0,0.003,0.0,407.7,407.7,241.0,0,166.7,0.0,0.001,0,14,interaction,1
165,225,225,1,Search the area for potential threats and items,survival,,0.0,0,False,0.0,0.0,-0.005,0.0,1300.0,1300.0,892.3,1,407.7,0.0,0.003,0,16,interaction,1
166,230,230,1,Investigate the tattered cape,other,,0.0,0,False,-0.01,-0.01,-0.01,0.0,200.0,200.0,-1100.0,0,1300.0,0.0,-0.005,0,14,equipment,1
167,230,230,1,Prioritize moving away from the kobolds to avoid immediate danger.,defensive,,0.0,0,False,0.0,0.0,0.009,0.0,571.4,571.4,371.4,0,200.0,-0.01,-0.01,0,14,movement,1
168,230,230,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,100.0,100.0,-471.4,0,571.4,0.0,0.009,0,14,movement,1
169,230,230,1,Search the area for items and clues,exploration,,0.0,0,False,0.0,0.0,0.0,0.0,407.7,407.7,307.7,0,100.0,-0.01,-0.01,0,14,equipment,1
170,230,235,5,Search the area for potential items and threats,survival,,0.0,0,False,-0.04,-0.008,-0.01,0.0,875.0,100.0,-307.70000000000005,1,407.7,0.0,0.0,0,12,movement,5
171,235,235,1,Search the area for items and potential threats,survival,,0.0,0,False,0.0,0.0,0.0,0.0,356.2,356.2,256.2,0,100.0,-0.01,-0.01,0,14,exploration,1
172,235,235,1,Search the area for potential items and threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,700.0,700.0,343.8,0,356.2,0.0,0.0,0,12,movement,1
173,235,235,1,Prioritize moving away from the kobolds to avoid immediate danger.,defensive,,0.0,0,False,-0.01,-0.01,-0.01,0.0,466.7,466.7,-233.3,1,700.0,-0.01,-0.01,0,14,equipment,1
174,240,240,3,Search the area for items and potential threats,survival,,0.0,0,False,-0.02,-0.006666666666666667,0.005,0.013999999999999999,150.0,825.0,358.3,1,466.7,-0.01,-0.01,0,14,exploration,3
175,240,240,2,Prioritize moving away from the kobolds to avoid immediate danger.,defensive,,0.0,0,False,-0.01,-0.005,-0.01,-0.019,353.8,393.3,-431.7,0,825.0,0.0,0.005,0,14,movement,2
176,240,245,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,-0.01,228.6,700.0,306.7,0,393.3,-0.01,-0.01,0,14,combat,3
177,245,245,1,Search the area for potential threats and items,survival,,0.0,0,False,0.0,0.0,-0.001,0.0,362.5,362.5,-337.5,1,700.0,-0.01,-0.01,0,14,movement,1
178,245,245,2,Search the area for items and potential threats,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,200.0,850.0,487.5,1,362.5,0.0,-0.001,0,14,exploration,2
179,245,245,1,Prioritize moving away from the kobolds to avoid danger,defensive,,0.0,0,False,-0.01,-0.01,-0.01,0.0,466.7,466.7,-383.3,0,850.0,-0.01,-0.01,0,14,movement,1
180,250,250,4,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.005,0.001,0.011,1350.0,600.0,133.29999999999995,1,466.7,-0.01,-0.01,0,16,interaction,4
181,250,250,2,Prioritize moving away from the kobolds to avoid danger,defensive,,0.0,0,False,-0.02,-0.01,-0.01,0.0,466.7,362.5,-237.5,1,600.0,0.0,0.001,0,14,exploration,2
182,255,255,1,Search for items and potential threats,survival,,0.0,0,False,-0.01,-0.01,-0.009,0.0,283.3,283.3,-79.19999999999999,0,362.5,-0.01,-0.01,0,14,movement,1
183,255,255,1,"Investigate the kobold threats northwest, north, and northeast",survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,466.7,466.7,183.39999999999998,0,283.3,-0.01,-0.009,0,14,movement,1
184,255,255,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,933.3,933.3,466.59999999999997,1,466.7,-0.01,-0.02,0,16,movement,1
185,255,255,1,Search the area for items and potential threats,survival,,0.0,0,False,0.0,0.0,0.011,0.0,1700.0,1700.0,766.7,0,933.3,-0.01,-0.01,0,14,movement,1
186,255,255,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.005,-0.01,-0.024,300.0,600.0,-1100.0,0,1700.0,0.0,0.011,0,14,interaction,2
187,260,260,1,Search the area for items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,425.0,425.0,-175.0,0,600.0,-0.01,-0.01,0,12,movement,1
188,260,260,1,"Investigate the kobold threats northwest, north, and northeast",survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,466.7,466.7,41.69999999999999,1,425.0,-0.01,-0.01,0,14,exploration,1
189,260,260,2,Search the area for hidden dangers and potential items,defensive,,0.0,0,False,-0.02,-0.01,-0.01,0.0,200.0,933.3,466.59999999999997,1,466.7,-0.01,-0.02,0,14,equipment,2
190,260,260,1,Search the area for items and potential threats,survival,,0.0,0,False,0.0,0.0,0.013,0.0,2333.3,2333.3,1400.0000000000002,0,933.3,-0.01,-0.01,0,14,interaction,1
191,260,260,1,Search the area for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,200.0,200.0,-2133.3,0,2333.3,0.0,0.013,0,14,item_use,1
192,265,265,1,Investigate the kobold threats northwest and north,survival,,0.0,0,False,0.0,0.0,-0.001,0.0,512.5,512.5,312.5,0,200.0,-0.01,-0.01,0,14,other,1
193,265,265,4,Search the area for potential threats and items,survival,,0.0,0,False,-0.04,-0.01,-0.01,0.0,1350.0,177.8,-334.70000000000005,2,512.5,0.0,-0.001,0,16,movement,4
194,265,265,1,Search the area for potential threats and items,survival,,0.0,0,False,0.0,0.0,0.009,0.0,1800.0,1800.0,1622.2,0,177.8,-0.01,-0.01,0,14,movement,1
195,270,270,2,Search the area for items and clues,exploration,,0.0,0,False,-0.01,-0.005,-0.01,-0.01,320.0,1400.0,-400.0,1,1800.0,0.0,0.009,0,12,item_use,2
196,270,270,1,Investigate the kobold threats northwest and north,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,585.7,585.7,-814.3,0,1400.0,-0.01,-0.01,0,14,equipment,1
197,270,270,1,Search the area for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,40.0,40.0,-545.7,0,585.7,-0.01,-0.01,1,14,equipment,1
198,270,270,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1200.0,1200.0,1160.0,0,40.0,-0.01,-0.01,0,14,movement,1
199,270,270,1,Search the area for potential items or clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,177.8,177.8,-1022.2,0,1200.0,-0.01,-0.01,0,14,other,1
200,275,275,2,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.005,-0.01,-0.01,2400.0,585.7,407.89999999999986,0,177.8,-0.01,-0.01,0,14,combat,2
201,275,275,4,Search the area for items and clues,exploration,,0.0,0,False,-0.04,-0.01,-0.01,0.0,213.3,40.0,-545.7,1,585.7,-0.01,-0.01,0,12,item_use,3
202,280,280,2,Eat something to regain health,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.01,1400.0,228.6,188.5999999999999,1,40.0,-0.01,-0.01,0,16,item_use,2
203,280,280,2,Avoid the kobolds and focus on survival,defensive,,0.0,0,False,0.0,0.0,0.009,0.009,442.9,2366.7,2138.1,1,228.6,-0.01,-0.01,0,14,movement,2
204,280,285,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.03,-0.01,-0.01,0.0,177.8,1350.0,-1016.6999999999998,1,2366.7,0.0,0.009,0,14,exploration,3
205,285,285,1,Avoid kobold attacks and focus on survival,combat,,0.0,0,False,0.0,0.0,-15.024,0.0,0.0,0.0,-1350.0,0,1350.0,-0.01,-0.01,1,0,interaction,1
206,285,285,2,Explore surroundings and ensure safety,exploration,,0.0,0,False,-0.02,-0.01,-0.01,0.0,246.2,142.9,142.9,2,0.0,0.0,-15.024,0,12,movement,2
207,285,285,1,Search the area for potential items and threats,survival,,0.0,0,False,0.0,0.0,0.0,0.0,1133.3,1133.3,990.4,0,142.9,-0.01,-0.01,0,14,combat,1
208,285,285,1,Search for items and potential threats,survival,,0.0,0,False,0.0,0.0,0.0,0.0,50.0,50.0,-1083.3,0,1133.3,0.0,0.0,0,14,equipment,1
209,290,290,1,Search the area for potential items and threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1150.0,1150.0,1100.0,0,50.0,0.0,0.0,0,14,equipment,1
210,290,290,4,Search the area for potential threats and items,survival,,0.0,0,False,-0.03,-0.0075,0.007,0.017,133.3,480.0,-670.0,1,1150.0,-0.01,-0.01,0,14,equipment,4
211,295,295,1,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.01,-0.009,0.0,1420.0,1420.0,940.0,0,480.0,0.0,0.007,0,14,movement,1
212,295,295,4,Search the area for items and clues,exploration,,0.0,0,False,-0.03,-0.0075,0.009,0.019,100.0,625.0,-795.0000000000002,1,1420.0,-0.01,-0.009,0,14,combat,3
213,300,300,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,650.0,650.0,25.0,0,625.0,0.0,0.009,0,16,movement,1
214,300,300,1,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1166.7,1166.7,516.7,0,650.0,-0.01,-0.01,0,14,equipment,1
215,300,305,7,Eat something to regain health,survival,,0.0,0,False,-0.04,-0.005714285714285714,-0.002,0.018000000000000002,133.3,200.0,-966.7,2,1166.7,-0.01,-0.01,0,14,combat,6
216,305,305,1,Search the area for potential threats and items,survival,,0.0,0,False,0.0,0.0,0.013,0.0,1216.7,1216.7,1016.7,1,200.0,0.0,-0.002,0,14,combat,1
217,310,310,4,Search the area for potential threats and items,survival,,0.0,0,False,-0.03,-0.0075,-0.01,-0.01,162.5,188.2,-1028.5,1,1216.7,0.0,0.013,0,14,movement,4
218,310,310,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,2433.3,2433.3,2245.1000000000004,1,188.2,-0.01,-0.01,0,14,movement,1
219,315,315,1,Search the area for potential threats and items,survival,,0.0,0,False,0.0,0.0,0.0,0.0,155.6,155.6,-2277.7000000000003,0,2433.3,-0.01,-0.01,0,14,movement,1
220,315,315,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,2433.3,2433.3,2277.7000000000003,0,155.6,0.0,0.0,0,14,equipment,1
221,315,315,3,Search the area for potential items or clues,exploration,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,-0.011,366.7,170.6,-2262.7000000000007,1,2433.3,-0.01,-0.01,0,14,movement,3
222,320,320,2,Eat to regain health,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,180.0,366.7,196.1,1,170.6,-0.01,-0.01,0,12,combat,2
223,320,320,1,Search the area for potential threats and items,survival,,0.0,0,False,0.0,0.0,-0.001,0.0,2400.0,2400.0,2033.3,0,366.7,-0.01,-0.01,0,14,other,1
224,320,325,5,Search the area for potential items and threats,survival,,0.0,0,False,-0.03,-0.006,-0.01,-0.01,500.0,466.7,-1933.3,2,2400.0,0.0,-0.001,0,16,movement,4
225,325,325,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1800.0,1800.0,1333.3,0,466.7,-0.01,-0.01,0,14,movement,1
226,325,325,1,Search the area for potential items and threats,survival,,0.0,0,False,0.0,0.0,0.009,0.0,400.0,400.0,-1400.0,1,1800.0,-0.01,-0.01,0,16,movement,1
227,330,330,4,Eat something to recover health,survival,,0.0,0,False,-0.04,-0.01,-0.01,0.0,466.7,400.0,0.0,1,400.0,0.0,0.009,0,14,equipment,4
228,330,330,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1800.0,1800.0,1400.0,0,400.0,-0.01,-0.01,0,14,equipment,1
229,335,335,1,Search the area for items and potential threats,survival,,0.0,0,False,0.0,0.0,0.0,0.0,1133.3,1133.3,-666.7,0,1800.0,-0.01,-0.01,0,14,exploration,1
230,335,335,4,Eat something to recover health,survival,,0.0,0,False,-0.03,-0.0075,-0.01,0.01,466.7,100.0,-1033.3,2,1133.3,0.0,0.0,0,14,item_use,3
231,340,340,4,Search the area for items and clues to progress deeper,exploration,,0.0,0,False,-0.03,-0.0075,-0.02,0.0,466.7,180.0,80.0,1,100.0,-0.01,-0.01,0,14,combat,4
232,340,340,1,Search the area for items and potential threats,survival,,0.0,0,False,0.0,0.0,0.001,0.0,1825.0,1825.0,1645.0,1,180.0,-0.01,-0.02,0,14,movement,1
233,345,345,3,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.0033333333333333335,-0.001,0.009000000000000001,177.8,433.3,-1391.7,1,1825.0,0.0,0.001,0,14,movement,3
234,345,345,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.009,0.0,1800.0,1800.0,1366.7,0,433.3,0.0,-0.001,0,14,movement,1
235,345,345,1,Consider eating to restore health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,180.0,180.0,-1620.0,0,1800.0,-0.01,-0.009,0,12,equipment,1
236,350,350,4,Eat something to regain health,survival,,0.0,0,False,-0.04,-0.01,-0.01,0.0,177.8,400.0,220.0,3,180.0,-0.01,-0.02,0,14,movement,4
237,350,350,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1775.0,1775.0,1375.0,0,400.0,-0.01,-0.01,0,14,combat,1
238,355,355,4,Search the area for potential threats and items,survival,,0.0,0,False,-0.03,-0.0075,-0.01,0.0,400.0,466.7,-1308.3000000000002,2,1775.0,-0.01,-0.01,0,16,movement,4
239,355,355,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1216.7,1216.7,750.0,0,466.7,-0.01,-0.01,0,14,interaction,1
240,360,360,4,Search the area for potential threats and items,survival,,0.0,0,False,-0.04,-0.01,-0.01,0.0,188.2,187.5,-1029.2,1,1216.7,-0.01,-0.01,0,12,equipment,4
241,360,360,1,Search the area for potential threats and items,survival,,0.0,0,False,0.0,0.0,0.0,0.0,2400.0,2400.0,2212.5,0,187.5,-0.01,-0.01,0,14,combat,1
242,365,365,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1800.0,1800.0,-600.0,0,2400.0,0.0,0.0,0,14,equipment,1
243,365,365,4,Eat something to regain health,survival,,0.0,0,False,-0.04,-0.01,-0.02,-0.01,416.7,466.7,-1333.3,2,1800.0,-0.01,-0.01,0,16,movement,4
244,370,370,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1183.3,1183.3,716.5999999999999,0,466.7,-0.01,-0.02,0,14,equipment,1
245,370,375,5,Search the area for potential items and clues,exploration,,0.0,0,False,-0.04,-0.008,-0.01,-0.007,366.7,400.0,-783.3,2,1183.3,-0.01,-0.01,0,14,item_use,5
246,375,375,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1183.3,1183.3,783.3,0,400.0,-0.01,-0.01,0,14,movement,1
247,375,375,3,Search the area for items and potential threats,survival,,0.0,0,False,-0.02,-0.006666666666666667,0.0,0.01,166.7,188.2,-995.0999999999999,1,1183.3,-0.01,-0.01,0,14,equipment,2
248,380,380,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.01,-0.01,0.0,400.0,188.2,0.0,1,188.2,0.0,0.0,0,14,item_use,2
249,380,380,1,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,1183.3,1183.3,995.0999999999999,1,188.2,-0.01,-0.01,0,14,combat,1
250,380,385,6,Eat something to recover health,survival,,0.0,0,False,-0.05,-0.008333333333333333,-0.02,-0.01,800.0,188.2,-995.0999999999999,2,1183.3,-0.01,-0.02,0,16,exploration,5
251,385,390,2,Search the area for items and potential threats,survival,,0.0,0,False,-0.01,-0.005,-0.01,-0.01,1216.7,2433.3,2245.1000000000004,1,188.2,-0.01,-0.02,0,14,exploration,2
252,390,390,4,Search the area for potential items or clues,exploration,,0.0,0,False,-0.02,-0.005,-0.001,0.008,500.0,366.7,-2066.6000000000004,2,2433.3,-0.01,-0.01,0,16,movement,4
253,395,395,1,Search the area for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1216.7,1216.7,850.0,0,366.7,0.0,-0.001,0,14,equipment,1
254,395,395,4,Search the area for potential items and clues,exploration,,0.0,0,False,-0.04,-0.01,-0.01,0.0,433.3,320.0,-896.7,2,1216.7,-0.01,-0.01,0,14,movement,3
255,400,400,3,Search the area for items and potential threats,survival,,0.0,0,False,-0.03,-0.01,-0.01,0.01,188.2,150.0,-170.0,1,320.0,-0.01,-0.01,0,12,equipment,3
256,400,400,1,Search the area for potential items and clues,exploration,,0.0,0,False,0.0,0.0,-0.003,0.0,1116.7,1116.7,966.7,0,150.0,-0.01,-0.01,0,14,item_use,1
257,400,405,5,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.004,-0.01,-0.011,466.7,366.7,-750.0,2,1116.7,0.0,-0.003,0,14,inventory,4
258,405,405,1,Search the area for items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1116.7,1116.7,750.0,0,366.7,-0.01,-0.01,0,14,equipment,1
259,410,410,3,Eat something to regain health,survival,,0.0,0,False,-0.03,-0.01,-0.01,0.01,433.3,366.7,-750.0000000000001,1,1116.7,-0.01,-0.01,0,16,movement,3
260,410,410,1,Search the area for items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1116.7,1116.7,750.0,0,366.7,-0.01,-0.01,0,14,exploration,1
261,410,415,2,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.005,-0.02,-0.02,200.0,433.3,-683.4000000000001,1,1116.7,-0.01,-0.01,0,12,movement,2
262,415,415,1,Search the area for potential items and clues,exploration,,0.0,0,False,0.0,0.0,-0.008,0.0,362.5,362.5,-70.80000000000001,0,433.3,-0.01,-0.02,0,14,interaction,1
263,415,415,3,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,-0.01,246.2,177.8,-184.7,1,362.5,0.0,-0.008,0,12,movement,3
264,420,420,3,Search the area for items and potential threats,survival,,0.0,0,False,-0.02,-0.006666666666666667,-0.01,-0.012,425.0,366.7,188.89999999999998,1,177.8,-0.01,-0.01,0,12,equipment,3
265,420,420,1,Search the area for potential items and clues,exploration,,0.0,0,False,-0.01,-0.01,-0.01,0.0,1166.7,1166.7,800.0,0,366.7,-0.01,-0.01,0,14,movement,1
266,420,425,4,Search the area for items and clues,exploration,,0.0,0,False,-0.04,-0.01,-0.01,0.01,177.8,400.0,-766.7,1,1166.7,-0.01,-0.01,0,14,movement,4
267,425,425,1,Search the area for potential threats and opportunities,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,2266.7,2266.7,1866.6999999999998,0,400.0,-0.01,-0.01,0,14,interaction,1
268,425,425,1,Eat to regain health,survival,,0.0,0,False,-0.01,-0.01,-0.02,0.0,366.7,366.7,-1899.9999999999998,0,2266.7,-0.01,-0.01,0,14,movement,1
269,430,430,3,Search the area for items and potential threats,survival,,0.0,0,False,-0.03,-0.01,-0.01,0.01,177.8,220.0,-146.7,1,366.7,-0.01,-0.02,0,14,equipment,3
270,430,430,1,Search the area for potential threats and opportunities,survival,,0.0,0,False,0.0,0.0,0.001,0.0,1700.0,1700.0,1480.0,0,220.0,-0.01,-0.01,0,14,movement,1
271,430,435,4,Search the area for potential threats and items,survival,,0.0,0,False,-0.02,-0.005,0.005,0.007,228.6,200.0,-1500.0,2,1700.0,0.0,0.001,0,12,exploration,4
272,435,435,1,Search the area for items and potential threats,survival,,0.0,0,False,0.0,0.0,0.009,0.0,2233.3,2233.3,2033.3000000000002,0,200.0,0.0,0.005,0,14,inventory,1
273,435,435,1,Search the area for potential threats and items,survival,,0.0,0,False,-0.01,-0.01,-0.01,0.0,188.2,188.2,-2045.1000000000001,0,2233.3,0.0,0.009,0,12,movement,1
274,440,440,2,Eat something to regain health,survival,,0.0,0,False,-0.01,-0.005,-0.001,0.009000000000000001,228.6,150.0,-38.19999999999999,1,188.2,-0.01,-0.01,0,12,interaction,2
275,440,440,1,Search the area for items and potential threats,survival,,0.0,0,False,0.0,0.0,0.003,0.0,1183.3,1183.3,1033.3,0,150.0,0.0,-0.001,0,14,combat,1
